id1,id2,id4,id5,v2
4,2697,id2,id2697,41.996205
9,2698,id2,id2698,25.101713
9,2699,id7,id2699,93.285745
8,2700,id6,id2700,84.893083
5,2701,id2,id2701,40.424169
5,2702,id4,id2702,66.694042
4,2703,id6,id2703,72.884291
5,2704,id8,id2704,54.774384
4,2705,id5,id2705,97.910543
6,2706,id5,id2706,82.975409
5,2707,id6,id2707,45.776644
3,2708,id3,id2708,70.353504
7,2709,id6,id2709,74.463715
9,2710,id8,id2710,7.225068
1,2711,id10,id2711,56.986187
6,2712,id4,id2712,80.484306
5,2713,id3,id2713,85.907308
1,2714,id2,id2714,27.155448
8,2715,id8,id2715,88.777803
5,2716,id7,id2716,39.593123
6,2717,id5,id2717,53.105102
6,2718,id7,id2718,46.22941
5,2719,id7,id2719,31.552342
4,2720,id1,id2720,35.302087
6,2721,id7,id2721,34.923163
9,2722,id2,id2722,32.069804
2,2723,id4,id2723,78.233952
10,2724,id4,id2724,0.125985
4,2725,id1,id2725,9.767341
9,2726,id5,id2726,7.788749
6,2727,id3,id2727,12.680219
3,2728,id10,id2728,94.974152
3,2729,id2,id2729,35.453055
7,2730,id2,id2730,8.960482
9,2731,id1,id2731,53.495523
5,2732,id5,id2732,98.751887
8,2733,id3,id2733,46.510016
4,2734,id7,id2734,3.387934
6,2735,id4,id2735,75.687826
6,2736,id4,id2736,63.705648
10,2737,id9,id2737,68.233935
8,2738,id9,id2738,40.061149
6,2739,id2,id2739,31.63879
9,2740,id3,id2740,15.798776
7,2741,id1,id2741,22.513281
2,2742,id2,id2742,17.176927
3,2743,id10,id2743,41.360108
7,2744,id4,id2744,82.431389
5,2745,id4,id2745,55.956963
3,2746,id5,id2746,93.304848
4,2747,id1,id2747,41.574604
1,2748,id8,id2748,17.511885
6,2749,id4,id2749,18.888872
7,2750,id9,id2750,7.642626
1,2751,id10,id2751,27.169217
10,2752,id1,id2752,42.84415
8,2753,id1,id2753,69.715664
2,2754,id1,id2754,11.115856
1,2755,id5,id2755,83.084117
2,2756,id8,id2756,0.072605
2,2757,id3,id2757,55.659229
5,2758,id10,id2758,99.390081
5,2759,id6,id2759,80.841904
2,2760,id8,id2760,55.913003
7,2761,id3,id2761,36.394051
3,2762,id2,id2762,63.054455
5,2763,id3,id2763,36.843092
5,2764,id4,id2764,83.284141
7,2765,id4,id2765,53.453751
7,2766,id3,id2766,61.333662
9,2767,id3,id2767,19.200834
10,2768,id1,id2768,46.195466
10,2769,id9,id2769,39.382368
2,2770,id4,id2770,52.840711
8,2771,id10,id2771,46.990857
3,2772,id4,id2772,86.930994
6,2773,id7,id2773,10.044245
3,2774,id6,id2774,19.957191
10,2775,id1,id2775,16.843525
6,2776,id3,id2776,58.840202
7,2777,id5,id2777,82.886568
1,2778,id9,id2778,14.254013
5,2779,id7,id2779,39.273699
7,2780,id5,id2780,39.871191
9,2781,id8,id2781,1.300781
10,2782,id10,id2782,54.863496
3,2783,id1,id2783,54.705705
8,2784,id4,id2784,27.369312
2,2785,id3,id2785,65.650547
3,2786,id2,id2786,10.795623
4,2787,id3,id2787,23.90016
5,2788,id1,id2788,5.820703
6,2789,id1,id2789,63.181182
10,2790,id4,id2790,95.455854
6,2791,id2,id2791,82.47886
7,2792,id5,id2792,70.859112
9,2793,id5,id2793,16.370598
10,2794,id9,id2794,47.774961
1,2795,id3,id2795,18.63738
4,2796,id9,id2796,51.647404
5,2797,id3,id2797,45.244703
8,2798,id2,id2798,46.9325
8,2799,id3,id2799,50.739206
3,2800,id9,id2800,3.418864
2,2801,id4,id2801,13.355505
7,2802,id8,id2802,74.661658
1,2803,id3,id2803,34.466718
8,2804,id9,id2804,84.008911
1,2805,id3,id2805,2.119646
8,2806,id9,id2806,23.650965
1,2807,id8,id2807,47.736229
3,2808,id10,id2808,91.371185
9,2809,id10,id2809,56.277556
7,2810,id8,id2810,66.903291
5,2811,id5,id2811,50.658454
2,2812,id2,id2812,20.026827
1,2813,id10,id2813,20.167095
6,2814,id6,id2814,89.825739
10,2815,id7,id2815,57.902743
2,2816,id8,id2816,21.664542
9,2817,id2,id2817,74.029459
7,2818,id6,id2818,67.740351
6,2819,id7,id2819,23.6979
3,2820,id2,id2820,88.88696
2,2821,id10,id2821,24.079073
3,2822,id3,id2822,43.309908
5,2823,id4,id2823,59.030316
10,2824,id2,id2824,53.068908
1,2825,id2,id2825,62.090619
6,2826,id4,id2826,67.607549
1,2827,id5,id2827,21.383232
8,2828,id1,id2828,96.055093
1,2829,id9,id2829,28.140252
3,2830,id8,id2830,74.427835
10,2831,id4,id2831,37.816286
9,2832,id10,id2832,20.596844
10,2833,id4,id2833,0.960349
8,2834,id1,id2834,7.024112
2,2835,id5,id2835,80.126215
10,2836,id7,id2836,28.728996
4,2837,id8,id2837,59.914128
6,2838,id7,id2838,28.006374
5,2839,id4,id2839,23.730639
2,2840,id10,id2840,2.718145
6,2841,id6,id2841,91.189492
6,2842,id7,id2842,81.0352
7,2843,id10,id2843,85.954423
10,2844,id7,id2844,12.16606
3,2845,id5,id2845,96.605827
3,2846,id6,id2846,14.115594
9,2847,id2,id2847,65.707876
9,2848,id4,id2848,75.67513
3,2849,id2,id2849,95.001046
2,2850,id9,id2850,66.091043
9,2851,id2,id2851,21.941689
7,2852,id3,id2852,86.932307
9,2853,id10,id2853,25.031409
2,2854,id6,id2854,9.12675
9,2855,id1,id2855,26.347532
7,2856,id2,id2856,68.695426
1,2857,id3,id2857,36.631223
7,2858,id2,id2858,29.304754
8,2859,id10,id2859,62.296361
8,2860,id1,id2860,77.330638
3,2861,id4,id2861,67.704284
8,2862,id8,id2862,21.835993
6,2863,id4,id2863,51.520623
5,2864,id10,id2864,25.016463
2,2865,id7,id2865,78.20701
7,2866,id6,id2866,71.555425
8,2867,id2,id2867,43.661151
5,2868,id4,id2868,79.061136
7,2869,id9,id2869,17.152997
4,2870,id7,id2870,58.293677
10,2871,id6,id2871,83.937868
5,2872,id8,id2872,51.002916
2,2873,id10,id2873,43.538163
5,2874,id7,id2874,20.513755
10,2875,id3,id2875,97.846468
5,2876,id5,id2876,91.799593
9,2877,id3,id2877,43.613423
5,2878,id3,id2878,0.758334
7,2879,id1,id2879,1.702794
1,2880,id1,id2880,52.21464
10,2881,id6,id2881,39.42613
3,2882,id4,id2882,92.769957
2,2883,id8,id2883,83.939462
6,2884,id9,id2884,32.22916
1,2885,id6,id2885,65.740935
6,2886,id5,id2886,15.942627
4,2887,id7,id2887,86.543361
5,2888,id4,id2888,55.350711
9,2889,id10,id2889,67.027635
3,2890,id9,id2890,17.52345
7,2891,id10,id2891,34.681646
3,2892,id3,id2892,81.276788
1,2893,id3,id2893,63.744006
8,2894,id6,id2894,71.123469
6,2895,id2,id2895,81.878991
9,2896,id8,id2896,77.895224
8,2897,id8,id2897,57.099143
4,2898,id6,id2898,96.96056
1,2899,id10,id2899,79.775657
6,2900,id10,id2900,29.200419
2,2901,id7,id2901,93.873447
9,2902,id6,id2902,8.068604
7,2903,id7,id2903,26.46958
1,2904,id8,id2904,68.686895
5,2905,id2,id2905,32.423261
9,2906,id6,id2906,88.991666
9,2907,id1,id2907,24.652072
3,2908,id6,id2908,39.355082
10,2909,id3,id2909,1.000379
8,2910,id10,id2910,42.145707
10,2911,id9,id2911,95.556284
9,2912,id7,id2912,68.032735
7,2913,id1,id2913,21.136832
6,2914,id1,id2914,1.057187
10,2915,id7,id2915,12.012667
8,2916,id4,id2916,94.659363
8,2917,id5,id2917,56.590209
9,2918,id7,id2918,21.650642
2,2919,id10,id2919,75.496853
7,2920,id6,id2920,47.329315
4,2921,id7,id2921,29.03845
10,2922,id7,id2922,16.457397
1,2923,id6,id2923,75.210872
5,2924,id8,id2924,29.754942
9,2925,id6,id2925,67.251384
10,2926,id5,id2926,55.788192
3,2927,id9,id2927,79.160982
4,2928,id10,id2928,25.123789
8,2929,id4,id2929,27.054538
10,2930,id1,id2930,96.982868
4,2931,id7,id2931,79.134018
2,2932,id3,id2932,25.964762
6,2933,id6,id2933,49.196364
9,2934,id5,id2934,95.333201
2,2935,id8,id2935,35.633954
10,2936,id6,id2936,82.509397
5,2937,id3,id2937,44.184447
2,2938,id6,id2938,14.817636
4,2939,id9,id2939,77.390864
7,2940,id4,id2940,57.58731
7,2941,id2,id2941,13.781022
9,2942,id1,id2942,24.584956
10,2943,id4,id2943,26.854222
8,2944,id7,id2944,37.775803
8,2945,id10,id2945,34.312804
5,2946,id2,id2946,72.570563
6,2947,id2,id2947,44.104483
7,2948,id10,id2948,31.874526
10,2949,id7,id2949,85.906266
5,2950,id1,id2950,96.958207
3,2951,id8,id2951,27.735114
2,2952,id7,id2952,99.95074
3,2953,id3,id2953,74.814841
10,2954,id9,id2954,14.513286
7,2955,id1,id2955,66.46807
3,2956,id1,id2956,34.385475
4,2957,id9,id2957,38.99842
6,2958,id7,id2958,17.582087
1,2959,id10,id2959,93.735511
8,2960,id2,id2960,2.975962
10,2961,id6,id2961,96.813259
4,2962,id1,id2962,45.552729
4,2963,id7,id2963,45.823489
10,2964,id7,id2964,18.503414
2,2965,id5,id2965,44.944788
4,2966,id2,id2966,28.067747
10,2967,id6,id2967,71.643246
10,2968,id5,id2968,46.9362
4,2969,id1,id2969,28.479702
8,2970,id5,id2970,47.897919
8,2971,id4,id2971,68.367826
1,2972,id9,id2972,39.692669
9,2973,id2,id2973,9.090839
3,2974,id10,id2974,3.802797
2,2975,id2,id2975,33.158968
9,2976,id8,id2976,93.959752
10,2977,id4,id2977,12.060479
8,2978,id1,id2978,16.440199
1,2979,id3,id2979,71.27159
8,2980,id10,id2980,8.563343
6,2981,id1,id2981,4.937264
7,2982,id3,id2982,93.230486
10,2983,id5,id2983,83.117862
2,2984,id6,id2984,36.089132
9,2985,id5,id2985,79.473807
7,2986,id2,id2986,66.156757
8,2987,id6,id2987,93.715163
6,2988,id9,id2988,81.968336
1,2989,id9,id2989,29.538199
9,2990,id7,id2990,71.614793
8,2991,id7,id2991,39.139417
4,2992,id5,id2992,16.316668
10,2993,id4,id2993,62.106152
3,2994,id8,id2994,83.302426
5,2995,id9,id2995,39.548523
3,2996,id9,id2996,28.501844
2,2997,id4,id2997,66.516167
10,2998,id4,id2998,27.170821
1,2999,id2,id2999,49.511086
8,3000,id10,id3000,60.120804
8,3001,id7,id3001,32.834575
7,3002,id6,id3002,37.105134
2,3003,id5,id3003,45.200946
1,3004,id7,id3004,86.607097
8,3005,id7,id3005,32.384486
7,3006,id9,id3006,70.11561
8,3007,id7,id3007,3.966281
7,3008,id10,id3008,59.661746
9,3009,id5,id3009,21.714755
6,3010,id6,id3010,83.70944
3,3011,id2,id3011,70.472481
10,3012,id8,id3012,79.618757
10,3013,id1,id3013,53.110278
8,3014,id9,id3014,59.816583
7,3015,id8,id3015,72.60324
6,3016,id9,id3016,3.110382
4,3017,id6,id3017,47.524625
5,3018,id1,id3018,6.58827
5,3019,id6,id3019,13.890354
7,3020,id6,id3020,9.161297
6,3021,id8,id3021,4.562659
6,3022,id5,id3022,98.366047
1,3023,id1,id3023,71.911629
5,3024,id5,id3024,69.679331
5,3025,id1,id3025,76.949997
2,3026,id8,id3026,92.231438
5,3027,id2,id3027,80.596471
2,3028,id1,id3028,84.547342
8,3029,id5,id3029,81.246999
4,3030,id4,id3030,44.715539
7,3031,id7,id3031,1.890688
7,3032,id5,id3032,65.192511
8,3033,id3,id3033,70.483184
4,3034,id3,id3034,11.99124
7,3035,id5,id3035,61.602686
3,3036,id1,id3036,41.739126
9,3037,id2,id3037,47.357449
7,3038,id5,id3038,8.72642
10,3039,id4,id3039,87.109575
4,3040,id3,id3040,2.642702
10,3041,id9,id3041,92.011343
1,3042,id10,id3042,95.827497
3,3043,id5,id3043,50.087308
6,3044,id8,id3044,66.985384
2,3045,id8,id3045,63.592468
9,3046,id8,id3046,99.227257
10,3047,id8,id3047,78.182474
1,3048,id6,id3048,75.913852
7,3049,id4,id3049,44.243929
7,3050,id1,id3050,56.061282
2,3051,id10,id3051,52.867058
4,3052,id4,id3052,86.29723
9,3053,id7,id3053,23.870813
10,3054,id6,id3054,59.823796
10,3055,id6,id3055,8.297505
6,3056,id3,id3056,24.694375
8,3057,id8,id3057,7.978217
5,3058,id3,id3058,91.202583
3,3059,id9,id3059,84.113971
7,3060,id4,id3060,25.317898
5,3061,id2,id3061,1.976756
10,3062,id3,id3062,70.501344
9,3063,id3,id3063,73.4391
10,3064,id5,id3064,59.193873
6,3065,id9,id3065,49.784462
2,3066,id4,id3066,52.694578
1,3067,id2,id3067,79.507918
7,3068,id8,id3068,77.11758
9,3069,id9,id3069,61.842279
9,3070,id8,id3070,28.449222
8,3071,id5,id3071,73.210307
1,3072,id2,id3072,31.520287
7,3073,id8,id3073,58.298044
6,3074,id4,id3074,53.079575
4,3075,id3,id3075,9.457553
6,3076,id3,id3076,53.872812
1,3077,id10,id3077,95.257562
2,3078,id3,id3078,38.254746
3,3079,id1,id3079,54.030904
1,3080,id4,id3080,83.239717
1,3081,id6,id3081,47.022013
9,3082,id1,id3082,82.510593
5,3083,id9,id3083,61.633732
1,3084,id5,id3084,7.227825
10,3085,id8,id3085,68.730876
2,3086,id2,id3086,45.927558
4,3087,id9,id3087,12.179795
10,3088,id3,id3088,63.392774
2,3089,id7,id3089,66.497099
3,3090,id3,id3090,5.686093
1,3091,id7,id3091,59.660865
3,3092,id8,id3092,36.314093
7,3093,id6,id3093,49.426889
5,3094,id8,id3094,81.738774
10,3095,id7,id3095,86.344115
7,3096,id7,id3096,91.608379
10,3097,id4,id3097,93.871998
3,3098,id8,id3098,57.990729
7,3099,id2,id3099,38.921563
1,3100,id3,id3100,17.487629
9,3101,id4,id3101,34.618649
4,3102,id5,id3102,22.826452
7,3103,id9,id3103,0.999758
10,3104,id6,id3104,85.043577
10,3105,id2,id3105,22.772366
1,3106,id5,id3106,34.505529
8,3107,id6,id3107,50.708196
2,3108,id10,id3108,16.044815
4,3109,id4,id3109,75.940512
3,3110,id10,id3110,8.532116
4,3111,id9,id3111,91.011463
6,3112,id2,id3112,17.366517
10,3113,id4,id3113,47.901982
9,3114,id1,id3114,81.426815
2,3115,id8,id3115,11.874237
5,3116,id4,id3116,22.910976
9,3117,id3,id3117,20.259852
10,3118,id3,id3118,71.683694
9,3119,id1,id3119,78.54049
2,3120,id9,id3120,12.748952
5,3121,id7,id3121,9.795858
8,3122,id8,id3122,92.730463
5,3123,id5,id3123,49.793523
7,3124,id3,id3124,22.491765
10,3125,id1,id3125,89.09814
4,3126,id1,id3126,60.585357
8,3127,id7,id3127,38.910312
2,3128,id10,id3128,60.459316
9,3129,id9,id3129,65.13898
7,3130,id6,id3130,53.132588
6,3131,id8,id3131,70.381776
1,3132,id7,id3132,77.377673
8,3133,id2,id3133,27.882094
2,3134,id2,id3134,30.613709
3,3135,id9,id3135,19.002829
1,3136,id2,id3136,17.113038
8,3137,id4,id3137,10.227023
10,3138,id10,id3138,95.377847
4,3139,id5,id3139,26.607171
10,3140,id1,id3140,11.40156
2,3141,id10,id3141,75.578236
2,3142,id1,id3142,15.822507
9,3143,id3,id3143,5.302931
1,3144,id3,id3144,90.297454
4,3145,id8,id3145,91.408004
8,3146,id2,id3146,58.732578
8,3147,id4,id3147,73.996492
5,3148,id8,id3148,58.114573
1,3149,id8,id3149,98.740636
2,3150,id7,id3150,37.509156
2,3151,id6,id3151,92.322855
3,3152,id3,id3152,36.739794
9,3153,id2,id3153,19.39694
4,3154,id10,id3154,43.976411
9,3155,id9,id3155,69.903498
3,3156,id4,id3156,54.836984
5,3157,id3,id3157,11.036467
1,3158,id1,id3158,18.263242
3,3159,id4,id3159,92.166483
2,3160,id2,id3160,70.012492
9,3161,id9,id3161,89.240466
3,3162,id9,id3162,13.192317
10,3163,id7,id3163,98.265698
7,3164,id8,id3164,63.566981
7,3165,id8,id3165,15.257136
10,3166,id6,id3166,44.548752
1,3167,id4,id3167,46.859671
3,3168,id2,id3168,19.737179
9,3169,id8,id3169,57.307385
5,3170,id4,id3170,87.284273
5,3171,id5,id3171,25.764865
4,3172,id1,id3172,1.921143
7,3173,id6,id3173,40.53893
5,3174,id6,id3174,8.243267
3,3175,id5,id3175,91.643224
4,3176,id3,id3176,63.742962
7,3177,id6,id3177,17.750364
1,3178,id2,id3178,30.463686
7,3179,id2,id3179,92.442341
10,3180,id10,id3180,32.643112
2,3181,id6,id3181,13.740698
10,3182,id1,id3182,30.934586
7,3183,id1,id3183,68.776918
4,3184,id1,id3184,47.207498
1,3185,id9,id3185,9.983428
4,3186,id7,id3186,55.416838
1,3187,id2,id3187,49.194041
10,3188,id2,id3188,39.398185
8,3189,id8,id3189,15.807162
7,3190,id4,id3190,48.872165
6,3191,id10,id3191,53.525207
9,3192,id6,id3192,70.675675
3,3193,id10,id3193,1.407467
7,3194,id8,id3194,55.053333
6,3195,id4,id3195,12.901598
9,3196,id4,id3196,19.058816
5,3197,id2,id3197,15.210878
6,3198,id7,id3198,51.477196
3,3199,id10,id3199,82.304257
4,3200,id5,id3200,24.965779
8,3201,id3,id3201,29.526976
4,3202,id4,id3202,3.751143
3,3203,id5,id3203,40.813689
4,3204,id1,id3204,86.081221
10,3205,id5,id3205,60.587015
8,3206,id9,id3206,13.973519
5,3207,id3,id3207,95.746554
7,3208,id2,id3208,22.17051
9,3209,id5,id3209,67.72908
7,3210,id6,id3210,38.401972
6,3211,id8,id3211,19.553992
1,3212,id6,id3212,22.15144
6,3213,id6,id3213,39.159128
10,3214,id5,id3214,10.983673
4,3215,id1,id3215,94.888302
2,3216,id5,id3216,27.520614
9,3217,id6,id3217,38.215499
7,3218,id7,id3218,33.436727
7,3219,id2,id3219,6.378804
1,3220,id2,id3220,75.787633
6,3221,id7,id3221,6.370739
9,3222,id7,id3222,13.536827
3,3223,id3,id3223,83.830376
3,3224,id6,id3224,69.602552
10,3225,id9,id3225,86.594588
9,3226,id7,id3226,22.322652
7,3227,id7,id3227,42.915202
2,3228,id3,id3228,84.893461
8,3229,id2,id3229,87.811245
7,3230,id7,id3230,73.829157
4,3231,id8,id3231,49.560543
3,3232,id9,id3232,58.90499
1,3233,id3,id3233,0.245654
6,3234,id8,id3234,67.229905
7,3235,id4,id3235,1.087772
4,3236,id2,id3236,70.990569
3,3237,id7,id3237,44.43323
6,3238,id4,id3238,6.84068
4,3239,id5,id3239,38.023287
8,3240,id10,id3240,91.268286
2,3241,id4,id3241,89.819038
1,3242,id9,id3242,66.762304
4,3243,id10,id3243,67.093908
5,3244,id3,id3244,23.028468
5,3245,id6,id3245,40.861984
2,3246,id3,id3246,19.813908
7,3247,id1,id3247,87.608272
5,3248,id8,id3248,59.804736
2,3249,id4,id3249,8.031268
3,3250,id8,id3250,74.080031
8,3251,id1,id3251,8.375056
7,3252,id4,id3252,83.921096
9,3253,id7,id3253,84.141215
10,3254,id8,id3254,64.435082
9,3255,id2,id3255,36.991505
5,3256,id7,id3256,34.718895
5,3257,id10,id3257,90.224509
5,3258,id1,id3258,66.028169
4,3259,id3,id3259,21.971114
5,3260,id8,id3260,66.758858
3,3261,id2,id3261,33.762784
3,3262,id4,id3262,35.964115
8,3263,id10,id3263,4.673233
9,3264,id10,id3264,73.318875
4,3265,id8,id3265,34.120659
9,3266,id9,id3266,26.53889
1,3267,id3,id3267,39.402594
1,3268,id9,id3268,89.43139
3,3269,id6,id3269,90.309629
6,3270,id5,id3270,62.499194
7,3271,id5,id3271,55.069059
4,3272,id9,id3272,98.690442
3,3273,id5,id3273,11.877787
5,3274,id6,id3274,40.351122
1,3275,id8,id3275,38.235866
6,3276,id4,id3276,6.564135
7,3277,id7,id3277,21.888205
6,3278,id8,id3278,71.079788
4,3279,id1,id3279,87.141137
5,3280,id10,id3280,16.857385
7,3281,id6,id3281,56.909241
7,3282,id8,id3282,18.150985
8,3283,id8,id3283,52.567248
6,3284,id6,id3284,45.207555
8,3285,id4,id3285,76.046072
8,3286,id9,id3286,92.476384
7,3287,id2,id3287,7.721503
5,3288,id3,id3288,49.039512
8,3289,id3,id3289,10.333281
4,3290,id2,id3290,20.369552
5,3291,id2,id3291,83.110979
8,3292,id1,id3292,77.766462
5,3293,id9,id3293,90.740767
1,3294,id4,id3294,83.344731
8,3295,id5,id3295,91.887441
3,3296,id2,id3296,85.735871
8,3297,id8,id3297,39.326276
8,3298,id1,id3298,37.108943
10,3299,id6,id3299,49.563372
6,3300,id6,id3300,90.7926
6,3301,id10,id3301,51.379089
9,3302,id3,id3302,93.06127
7,3303,id5,id3303,39.128737
6,3304,id5,id3304,94.056441
4,3305,id10,id3305,25.622725
4,3306,id9,id3306,54.2116
7,3307,id8,id3307,50.07279
4,3308,id7,id3308,42.117818
1,3309,id6,id3309,62.317092
2,3310,id4,id3310,84.270759
3,3311,id5,id3311,13.042907
1,3312,id6,id3312,79.25511
5,3313,id2,id3313,16.414893
1,3314,id7,id3314,99.181571
6,3315,id8,id3315,55.459019
7,3316,id2,id3316,93.784203
5,3317,id6,id3317,39.738046
1,3318,id2,id3318,5.427442
6,3319,id6,id3319,93.547501
4,3320,id4,id3320,77.326856
6,3321,id9,id3321,8.360463
7,3322,id4,id3322,50.892552
5,3323,id3,id3323,34.872604
10,3324,id7,id3324,60.889301
5,3325,id6,id3325,62.840779
5,3326,id7,id3326,35.808085
1,3327,id7,id3327,18.144722
10,3328,id8,id3328,49.704517
3,3329,id10,id3329,39.600414
1,3330,id2,id3330,93.176385
7,3331,id10,id3331,67.33063
5,3332,id9,id3332,54.150905
5,3333,id8,id3333,1.298627
1,3334,id9,id3334,1.131084
7,3335,id8,id3335,1.786671
9,3336,id6,id3336,62.018429
10,3337,id5,id3337,96.676132
10,3338,id3,id3338,98.57703
4,3339,id8,id3339,16.657715
6,3340,id4,id3340,15.811342
9,3341,id7,id3341,8.621287
8,3342,id10,id3342,48.193091
2,3343,id6,id3343,72.80187
8,3344,id3,id3344,49.05049
10,3345,id1,id3345,35.969733
10,3346,id9,id3346,75.151523
10,3347,id7,id3347,85.83378
5,3348,id4,id3348,26.893989
5,3349,id7,id3349,77.982691
10,3350,id8,id3350,32.377261
1,3351,id3,id3351,6.472095
6,3352,id8,id3352,24.497772
2,3353,id8,id3353,34.019375
7,3354,id2,id3354,41.654687
3,3355,id3,id3355,87.191637
9,3356,id3,id3356,77.91668
8,3357,id5,id3357,85.647479
4,3358,id5,id3358,13.918435
7,3359,id1,id3359,21.308673
8,3360,id5,id3360,78.332448
5,3361,id10,id3361,43.847096
6,3362,id8,id3362,40.347556
10,3363,id7,id3363,83.368715
1,3364,id9,id3364,31.722982
7,3365,id5,id3365,59.428294
7,3366,id10,id3366,22.455708
1,3367,id2,id3367,48.40012
6,3368,id4,id3368,86.243411
2,3369,id10,id3369,27.726954
2,3370,id10,id3370,34.388208
8,3371,id6,id3371,9.70363
8,3372,id3,id3372,67.065944
8,3373,id6,id3373,1.659733
7,3374,id3,id3374,16.100379
1,3375,id6,id3375,67.63892
4,3376,id2,id3376,69.040216
6,3377,id9,id3377,16.796394
4,3378,id8,id3378,76.404078
4,3379,id5,id3379,17.197765
8,3380,id5,id3380,90.33896
2,3381,id10,id3381,17.233136
7,3382,id7,id3382,4.863078
4,3383,id1,id3383,21.529392
8,3384,id2,id3384,34.923471
7,3385,id6,id3385,14.949314
4,3386,id6,id3386,26.318353
3,3387,id9,id3387,45.634625
2,3388,id1,id3388,65.706629
4,3389,id4,id3389,27.198296
10,3390,id7,id3390,56.818121
9,3391,id6,id3391,97.625314
5,3392,id7,id3392,36.532471
9,3393,id1,id3393,55.828309
7,3394,id7,id3394,90.734249
8,3395,id1,id3395,47.143421
3,3396,id6,id3396,69.917889
6,3397,id3,id3397,31.15373
2,3398,id9,id3398,0.638775
3,3399,id1,id3399,38.528471
7,3400,id9,id3400,96.848513
10,3401,id6,id3401,41.978291
9,3402,id6,id3402,41.136561
2,3403,id8,id3403,84.984836
1,3404,id10,id3404,9.785297
7,3405,id7,id3405,46.03612
3,3406,id10,id3406,28.234003
7,3407,id8,id3407,46.820429
4,3408,id1,id3408,79.900582
8,3409,id9,id3409,35.450979
3,3410,id7,id3410,17.705247
3,3411,id9,id3411,82.721555
9,3412,id2,id3412,50.1875
7,3413,id2,id3413,86.423633
3,3414,id10,id3414,3.304711
8,3415,id5,id3415,40.71867
4,3416,id4,id3416,95.31366
10,3417,id5,id3417,74.866728
6,3418,id9,id3418,98.047662
1,3419,id4,id3419,65.823286
4,3420,id8,id3420,74.387723
3,3421,id10,id3421,22.166714
2,3422,id7,id3422,24.173005
5,3423,id7,id3423,87.23057
7,3424,id6,id3424,52.461042
6,3425,id8,id3425,10.860526
9,3426,id4,id3426,3.857935
10,3427,id3,id3427,99.850462
5,3428,id1,id3428,56.190072
1,3429,id9,id3429,90.420677
6,3430,id6,id3430,35.673814
4,3431,id7,id3431,45.171592
6,3432,id10,id3432,77.908109
2,3433,id8,id3433,69.991902
9,3434,id7,id3434,66.805167
2,3435,id3,id3435,21.315476
4,3436,id3,id3436,59.173282
3,3437,id10,id3437,51.5256
2,3438,id2,id3438,18.291147
1,3439,id1,id3439,55.900731
4,3440,id2,id3440,97.223276
9,3441,id9,id3441,93.53039
9,3442,id7,id3442,33.195972
10,3443,id7,id3443,48.593464
2,3444,id8,id3444,66.854376
1,3445,id5,id3445,55.523267
3,3446,id6,id3446,8.693718
10,3447,id4,id3447,86.182157
10,3448,id6,id3448,65.584564
8,3449,id8,id3449,14.617748
3,3450,id10,id3450,27.457597
8,3451,id8,id3451,41.023526
2,3452,id9,id3452,2.764748
7,3453,id6,id3453,14.001992
3,3454,id9,id3454,34.013662
7,3455,id10,id3455,87.510949
3,3456,id10,id3456,98.13676
8,3457,id4,id3457,76.194114
2,3458,id10,id3458,51.135753
10,3459,id9,id3459,19.774366
1,3460,id10,id3460,50.570593
6,3461,id10,id3461,70.902914
6,3462,id1,id3462,5.807671
6,3463,id6,id3463,14.181484
4,3464,id7,id3464,39.359202
7,3465,id3,id3465,27.777241
6,3466,id9,id3466,76.818748
9,3467,id2,id3467,73.1027
6,3468,id1,id3468,17.894129
3,3469,id5,id3469,36.810894
9,3470,id2,id3470,65.338624
8,3471,id9,id3471,22.057845
6,3472,id6,id3472,7.410157
5,3473,id7,id3473,21.586084
4,3474,id6,id3474,74.724247
2,3475,id7,id3475,48.174269
6,3476,id1,id3476,24.785369
2,3477,id4,id3477,3.720969
7,3478,id6,id3478,95.134352
8,3479,id2,id3479,3.625424
2,3480,id8,id3480,2.525522
1,3481,id1,id3481,12.549962
4,3482,id1,id3482,17.95395
5,3483,id9,id3483,36.191789
10,3484,id10,id3484,21.26035
2,3485,id5,id3485,68.965329
7,3486,id8,id3486,72.663332
10,3487,id9,id3487,90.474623
5,3488,id8,id3488,62.370565
6,3489,id6,id3489,49.020994
4,3490,id1,id3490,78.617021
1,3491,id1,id3491,77.001335
7,3492,id4,id3492,42.195794
1,3493,id9,id3493,46.638879
5,3494,id2,id3494,10.165472
10,3495,id8,id3495,26.602046
8,3496,id10,id3496,81.237812
7,3497,id2,id3497,28.977258
10,3498,id10,id3498,13.27411
2,3499,id9,id3499,11.196197
6,3500,id3,id3500,10.401986
2,3501,id1,id3501,13.889472
10,3502,id6,id3502,3.261967
5,3503,id7,id3503,11.556198
1,3504,id7,id3504,70.711497
6,3505,id2,id3505,27.195001
9,3506,id4,id3506,29.522916
1,3507,id3,id3507,11.290232
3,3508,id7,id3508,63.525947
1,3509,id6,id3509,24.699526
7,3510,id3,id3510,9.698686
3,3511,id10,id3511,55.266577
2,3512,id1,id3512,6.504121
8,3513,id6,id3513,68.775194
3,3514,id10,id3514,84.403077
3,3515,id7,id3515,38.859416
10,3516,id9,id3516,41.941939
3,3517,id6,id3517,91.06735
6,3518,id2,id3518,71.890979
