id1,id2,id3,id4,id5,id6,v1,v2,v3
id017,id061,id0000000013,32,60,97,4,2,45.328608
id057,id077,id0000000027,14,66,48,5,11,14.123529
id081,id033,id0000000032,57,52,7,3,8,89.022437
id064,id046,id0000000074,95,75,71,4,8,13.320362
id051,id064,id0000000032,1,31,12,1,15,47.346571
id061,id062,id0000000039,32,50,25,3,13,37.913325
id045,id035,id0000000032,20,92,88,2,6,38.50514
id001,id007,id0000000066,62,78,93,3,3,77.315388
id093,id011,id0000000041,54,4,32,4,11,78.932426
id093,id083,id0000000051,46,44,29,1,5,57.234514
id050,id007,id0000000085,38,43,94,4,11,76.638976
id047,id099,id0000000073,4,62,97,3,5,92.406966
id092,id039,id0000000010,88,22,10,1,4,91.277765
id068,id092,id0000000032,55,11,79,2,7,85.719831
id095,id019,id0000000013,7,99,62,4,14,29.642476
id055,id055,id0000000077,27,54,17,4,9,4.8739
id043,id063,id0000000086,38,79,79,5,14,97.62955
id002,id036,id0000000005,31,37,53,5,1,29.772914
id061,id076,id0000000010,62,5,15,3,13,38.629054
id009,id086,id0000000044,61,51,94,5,8,62.384384
id098,id088,id0000000014,64,74,86,1,12,85.897709
id090,id016,id0000000093,44,63,94,1,11,24.287416
id007,id037,id0000000080,71,89,16,3,6,34.383336
id090,id036,id0000000044,84,17,41,5,13,53.882874
id069,id093,id0000000087,39,28,60,4,14,93.111483
id004,id087,id0000000021,75,33,20,1,4,7.64131
id076,id028,id0000000042,34,54,88,3,13,34.816041
id018,id004,id0000000018,14,93,95,2,14,52.592968
id024,id051,id0000000038,78,34,9,3,4,72.525891
id031,id035,id0000000040,66,19,49,5,2,88.995514
id098,id003,id0000000019,65,32,98,2,1,12.026923
id040,id070,id0000000055,99,27,20,2,5,97.700548
id038,id042,id0000000041,17,60,75,5,9,56.08604
id098,id082,id0000000016,97,36,50,3,14,8.514958
id074,id038,id0000000024,80,49,24,1,1,93.891081
id006,id020,id0000000084,76,99,15,3,8,9.158751
id031,id072,id0000000051,73,21,1,4,14,68.710129
id055,id024,id0000000027,69,68,30,2,14,82.164382
id020,id053,id0000000094,56,1,87,5,6,76.579309
id018,id061,id0000000077,76,95,11,3,7,68.788859
id085,id033,id0000000099,56,46,81,2,3,8.088082
id046,id043,id0000000018,91,94,41,2,7,81.342822
id042,id049,id0000000021,73,59,81,2,13,23.206742
id051,id063,id0000000042,41,65,20,3,9,92.913225
id083,id075,id0000000030,85,1,77,4,10,69.618344
id040,id083,id0000000099,27,32,18,2,15,72.387012
id085,id037,id0000000088,73,34,86,5,5,31.842462
id072,id026,id0000000030,84,23,63,3,13,50.233157
id068,id080,id0000000041,100,72,14,2,8,91.908411
id066,id027,id0000000016,45,79,43,4,10,82.039388
id063,id075,id0000000065,40,70,96,3,8,58.817332
id049,id039,id0000000033,8,82,16,3,14,32.374758
id098,id061,id0000000066,56,100,78,5,8,26.836593
id063,id098,id0000000058,49,26,17,1,9,92.575118
id006,id042,id0000000005,50,13,53,3,9,48.843093
id050,id087,id0000000098,2,45,14,5,5,15.857974
id004,id020,id0000000021,40,37,66,3,5,47.275371
id072,id091,id0000000022,83,31,20,2,5,20.17867
id069,id027,id0000000074,69,53,91,3,6,41.26914
id058,id038,id0000000004,4,46,47,4,3,95.396858
id038,id050,id0000000051,50,3,95,5,11,67.510812
id066,id003,id0000000084,27,15,93,5,15,28.347981
id010,id076,id0000000033,8,15,98,5,7,99.359625
id052,id063,id0000000044,40,41,14,5,8,96.015611
id059,id037,id0000000001,40,24,81,5,13,81.870342
id056,id083,id0000000095,58,60,5,4,2,0.687109
id065,id018,id0000000047,75,79,97,3,1,97.555044
id063,id068,id0000000032,89,100,64,3,2,3.835201
id064,id076,id0000000016,66,83,68,5,5,83.359857
id098,id026,id0000000020,11,45,72,1,1,1.530098
id005,id015,id0000000064,58,37,66,4,14,80.611453
id036,id072,id0000000080,2,1,40,5,6,1.97994
id031,id006,id0000000075,100,67,58,2,4,33.060354
id037,id034,id0000000056,56,12,47,3,7,64.202393
id087,id031,id0000000072,54,53,83,3,14,49.096865
id026,id010,id0000000091,78,89,79,2,1,67.396804
id077,id093,id0000000056,67,44,57,1,13,5.711109
id023,id038,id0000000034,95,84,93,3,14,4.181637
id032,id086,id0000000061,4,67,40,4,7,86.490135
id093,id073,id0000000072,67,4,26,5,11,5.366575
id077,id090,id0000000043,100,38,85,5,15,94.675545
id033,id067,id0000000006,35,95,50,5,3,35.05186
id051,id069,id0000000012,68,25,67,5,14,83.843453
id021,id052,id0000000085,63,79,8,3,6,91.073679
id089,id051,id0000000035,51,71,88,3,9,39.400859
id081,id055,id0000000020,77,39,61,5,9,67.090687
id096,id004,id0000000099,17,24,87,1,3,34.835635
id068,id095,id0000000097,1,36,81,2,10,57.769368
id043,id039,id0000000002,72,40,17,2,15,58.067029
id096,id076,id0000000053,92,19,54,3,5,56.898694
id035,id025,id0000000076,72,81,17,1,9,95.551392
id012,id033,id0000000005,12,65,22,5,6,20.166844
id064,id068,id0000000041,34,100,33,2,10,0.630366
id099,id064,id0000000025,30,34,12,5,15,75.976948
id011,id087,id0000000079,92,60,41,1,3,1.905914
id071,id056,id0000000052,82,85,85,4,5,91.761458
id035,id077,id0000000017,74,99,82,4,7,46.654498
id011,id044,id0000000029,99,2,38,3,10,36.522983
id071,id082,id0000000059,95,80,75,1,9,61.455517
id089,id049,id0000000098,93,16,4,2,2,9.516191
id037,id017,id0000000055,99,52,81,2,9,1.619156
id023,id026,id0000000004,30,6,26,4,9,87.22013
id037,id021,id0000000073,57,39,3,4,14,69.697335
id092,id012,id0000000056,65,51,39,4,8,46.683751
id071,id064,id0000000008,76,64,72,2,8,30.130906
id067,id050,id0000000012,58,46,88,1,8,80.332033
id019,id039,id0000000079,34,45,29,2,15,28.368221
id062,id094,id0000000077,40,4,50,3,4,70.876103
id025,id095,id0000000092,9,61,33,3,5,81.041188
id028,id072,id0000000090,87,83,21,1,12,47.366124
id068,id002,id0000000080,72,21,39,1,1,51.77413
id098,id022,id0000000050,43,16,66,4,4,33.454604
id077,id024,id0000000100,58,10,77,4,3,14.784973
id002,id061,id0000000015,14,86,70,5,14,52.124045
id012,id034,id0000000050,7,16,96,3,7,76.589916
id074,id038,id0000000092,6,45,49,5,13,65.649303
id037,id087,id0000000073,30,83,51,2,6,74.937164
id093,id009,id0000000077,97,16,92,4,8,34.350517
id055,id085,id0000000021,68,12,93,4,15,1.284248
id015,id025,id0000000011,43,77,77,4,5,77.217459
id021,id042,id0000000076,9,97,70,5,3,69.882909
id001,id026,id0000000059,62,23,53,3,10,25.444807
id071,id013,id0000000019,13,39,92,5,13,28.089538
id097,id015,id0000000012,42,94,74,3,9,92.615964
id047,id092,id0000000086,42,15,16,3,5,16.345386
id008,id062,id0000000049,25,13,15,2,1,31.720069
id100,id073,id0000000033,80,75,72,4,2,25.136405
id035,id021,id0000000073,41,68,58,2,9,24.370368
id019,id036,id0000000048,52,16,43,4,10,51.132032
id092,id094,id0000000059,99,27,62,3,5,20.168565
id065,id021,id0000000017,85,48,62,2,9,38.485977
id086,id094,id0000000076,32,28,74,2,10,75.70002
id060,id055,id0000000040,75,5,46,4,10,9.272047
id013,id078,id0000000059,24,65,94,1,13,83.693486
id029,id086,id0000000017,63,89,20,5,4,32.422068
id047,id082,id0000000029,64,66,13,4,10,35.567181
id087,id013,id0000000080,65,17,81,3,1,60.983543
id077,id056,id0000000024,72,17,8,3,1,90.97547
id033,id058,id0000000040,64,29,94,3,11,59.275038
id027,id032,id0000000060,7,10,12,2,7,95.642343
id053,id097,id0000000022,5,79,39,1,5,16.918217
id001,id038,id0000000005,56,53,32,4,13,37.551434
id054,id086,id0000000086,35,21,2,2,7,50.55103
id088,id032,id0000000055,22,45,30,1,10,88.057046
id086,id089,id0000000027,11,75,53,5,13,23.286303
id072,id084,id0000000028,20,76,95,4,14,37.249172
id065,id002,id0000000032,66,4,46,2,6,4.9516
id053,id047,id0000000019,56,40,91,3,11,71.593197
id043,id004,id0000000028,40,55,51,3,2,72.86205
id025,id089,id0000000006,42,95,2,4,3,26.754977
id081,id041,id0000000070,87,53,93,2,4,33.978088
id044,id072,id0000000032,89,1,3,2,5,55.434381
id098,id053,id0000000093,74,43,26,2,8,24.736517
id003,id069,id0000000031,85,6,43,1,7,17.837644
id088,id040,id0000000003,13,52,74,3,9,52.588516
id022,id035,id0000000100,88,47,80,5,15,54.003217
id058,id012,id0000000052,31,72,17,2,6,62.144739
id010,id062,id0000000096,57,9,88,2,12,47.067264
id040,id069,id0000000007,99,91,4,4,9,33.871508
id028,id039,id0000000028,31,74,90,2,7,38.779563
id062,id009,id0000000091,37,71,3,4,11,17.804589
id085,id058,id0000000042,87,76,4,3,12,61.447439
id090,id001,id0000000038,8,58,80,3,11,52.55421
id023,id067,id0000000069,48,94,37,5,3,69.577388
id019,id067,id0000000004,34,12,88,4,8,62.133278
id100,id041,id0000000057,84,94,100,1,11,46.358754
id026,id007,id0000000027,49,36,12,5,15,22.316593
id053,id058,id0000000066,31,30,36,3,15,27.864496
id089,id042,id0000000066,10,68,91,1,15,28.497518
id007,id053,id0000000034,53,44,11,4,11,97.360281
id003,id100,id0000000079,85,57,10,1,14,48.441127
id039,id004,id0000000060,16,56,9,5,5,40.38616
id098,id043,id0000000096,80,78,63,1,11,49.658204
id098,id002,id0000000034,19,17,73,4,9,97.083394
id092,id045,id0000000031,7,16,33,5,5,76.27651
id030,id019,id0000000098,1,53,24,5,11,72.764155
id065,id017,id0000000098,100,46,92,3,5,0.629
id062,id094,id0000000013,59,77,17,5,9,70.387764
id003,id095,id0000000096,4,33,30,2,12,36.237252
id080,id079,id0000000072,11,41,88,4,5,51.296559
id095,id026,id0000000010,71,99,33,1,6,47.09533
id053,id031,id0000000049,7,62,32,1,8,58.375601
id065,id023,id0000000041,9,54,49,2,11,0.910234
id038,id081,id0000000023,84,64,42,4,3,32.840066
id099,id024,id0000000099,61,54,24,2,12,66.074859
id005,id017,id0000000014,37,59,83,5,3,16.473234
id076,id090,id0000000049,50,8,28,5,8,28.851388
id075,id010,id0000000088,9,22,4,2,5,36.161112
id045,id057,id0000000019,82,75,69,5,11,19.864717
id001,id084,id0000000097,2,81,58,1,12,5.584657
id040,id040,id0000000092,78,93,61,5,2,70.287342
id055,id021,id0000000076,30,31,39,1,2,12.288977
id054,id090,id0000000053,19,83,85,3,14,8.091366
id062,id090,id0000000014,3,74,74,5,10,57.284703
id069,id091,id0000000044,77,2,51,4,7,24.725661
id057,id087,id0000000080,18,15,1,4,9,32.640221
id062,id012,id0000000010,98,43,27,2,12,7.563871
id064,id021,id0000000072,50,6,43,5,6,43.302292
id009,id075,id0000000095,38,14,36,4,13,19.164365
id072,id027,id0000000086,28,49,10,4,4,12.021564
id034,id069,id0000000009,90,87,58,4,12,54.518758
id076,id029,id0000000068,14,99,47,1,14,24.990476
id073,id032,id0000000062,38,72,60,1,11,16.03587
id038,id032,id0000000082,30,89,38,1,13,39.689608
id072,id086,id0000000092,58,44,19,3,1,68.077801
id083,id081,id0000000054,43,76,100,5,5,69.629184
id017,id050,id0000000050,8,79,40,5,3,16.253618
id036,id011,id0000000100,93,28,54,2,10,99.678402
id026,id010,id0000000069,64,12,98,1,7,59.027622
id004,id100,id0000000082,69,48,6,1,11,79.657931
id062,id088,id0000000050,52,13,35,5,12,11.762238
id020,id071,id0000000086,26,69,60,1,4,16.103716
id086,id054,id0000000094,48,76,74,2,9,16.190495
id004,id076,id0000000044,50,77,54,5,3,68.312725
id045,id020,id0000000099,91,57,1,2,8,65.836454
id038,id012,id0000000041,89,37,48,5,14,22.160468
id021,id033,id0000000086,96,81,88,1,8,56.538347
id062,id049,id0000000055,20,91,70,4,8,0.991045
id004,id071,id0000000085,25,60,93,4,10,44.617771
id063,id031,id0000000032,7,55,82,3,8,49.226203
id001,id006,id0000000045,71,9,59,3,3,68.124581
id019,id032,id0000000013,79,34,87,2,11,51.375724
id075,id085,id0000000074,18,66,51,1,6,56.640948
id061,id083,id0000000070,89,38,68,5,2,60.082068
id079,id044,id0000000012,68,92,79,3,6,70.563561
id014,id009,id0000000012,54,65,43,3,11,65.146616
id029,id041,id0000000033,41,95,86,1,7,79.05637
id027,id037,id0000000089,36,89,37,5,10,45.590522
id060,id089,id0000000067,62,95,15,2,8,3.490593
id051,id012,id0000000031,64,83,49,3,12,94.807216
id083,id051,id0000000073,49,27,40,4,2,25.957508
id054,id008,id0000000029,95,26,20,5,14,80.532146
id048,id016,id0000000003,45,68,98,5,12,44.650676
id042,id049,id0000000020,53,14,15,2,2,25.06866
id019,id049,id0000000026,10,1,87,1,3,37.911371
id043,id031,id0000000037,46,80,29,4,15,15.62021
id031,id022,id0000000054,93,84,30,5,15,37.017455
id007,id053,id0000000080,23,57,1,3,11,46.774977
id070,id079,id0000000100,99,1,94,3,9,71.437059
id083,id064,id0000000035,21,9,27,5,3,6.198746
id089,id070,id0000000032,100,57,7,4,4,30.140299
id055,id067,id0000000003,20,84,58,4,15,98.507639
id100,id054,id0000000081,30,50,75,4,12,17.370982
id031,id009,id0000000091,8,56,19,4,13,64.4331
id021,id036,id0000000011,77,80,16,3,10,23.047326
id060,id078,id0000000018,28,58,66,2,14,84.190338
id041,id029,id0000000016,92,10,69,4,13,46.31604
id013,id019,id0000000053,21,94,18,5,5,8.786945
id029,id030,id0000000029,96,92,42,5,4,37.177809
id027,id001,id0000000022,2,23,54,2,8,55.324499
id051,id058,id0000000084,38,60,8,3,14,2.942212
id054,id013,id0000000063,98,59,58,2,13,62.641204
id007,id038,id0000000013,59,36,30,1,6,76.245673
id046,id028,id0000000090,37,89,27,2,11,27.152957
id003,id031,id0000000052,9,53,49,3,14,54.112166
id047,id087,id0000000062,96,59,18,2,14,24.895735
id030,id074,id0000000094,63,11,57,5,2,27.306479
id057,id031,id0000000074,52,77,5,3,12,6.632422
id057,id089,id0000000077,24,92,32,1,9,76.281922
id077,id077,id0000000016,87,84,24,3,7,99.376861
id089,id047,id0000000008,38,53,40,1,2,54.372063
id059,id065,id0000000027,79,79,60,3,2,48.837933
id009,id079,id0000000054,29,20,5,1,4,63.974689
id087,id081,id0000000061,33,85,41,3,4,82.808295
id029,id060,id0000000082,70,36,17,4,15,0.224743
id071,id055,id0000000006,74,33,64,3,9,19.834709
id014,id078,id0000000055,86,58,39,4,5,48.436309
id068,id078,id0000000025,27,87,30,3,10,59.676835
id053,id051,id0000000012,52,36,95,2,13,17.566495
id059,id001,id0000000022,82,22,33,4,3,75.055052
id087,id044,id0000000081,77,61,76,3,8,89.841394
id047,id022,id0000000078,86,40,67,1,2,65.405545
id099,id070,id0000000074,24,25,36,1,4,32.129123
id052,id059,id0000000028,40,90,2,4,9,38.520184
id065,id048,id0000000057,69,66,8,4,13,63.192589
id023,id058,id0000000077,71,7,29,5,11,45.954228
id075,id047,id0000000056,64,79,23,1,3,44.699291
id052,id078,id0000000061,61,85,46,5,3,28.514527
id047,id091,id0000000015,89,92,37,4,5,1.851709
id047,id062,id0000000007,9,23,27,2,2,60.434566
id049,id004,id0000000042,10,17,49,1,2,51.062199
id029,id007,id0000000056,35,100,32,4,7,52.766811
id082,id079,id0000000065,96,30,73,4,2,78.163309
id003,id048,id0000000001,76,54,97,4,6,90.502727
id043,id063,id0000000054,19,76,82,5,7,60.194907
id036,id080,id0000000067,37,41,53,4,4,40.815092
id085,id086,id0000000017,93,28,39,2,2,53.938216
id029,id028,id0000000017,84,60,86,2,15,2.936066
id028,id093,id0000000003,40,24,44,5,14,67.799916
id015,id087,id0000000038,16,77,65,4,6,44.769642
id094,id058,id0000000003,48,8,33,5,6,38.722107
id070,id020,id0000000006,58,60,85,1,14,71.532393
id004,id090,id0000000026,64,27,24,2,8,36.264133
id046,id058,id0000000018,39,30,22,2,12,64.278574
id007,id019,id0000000016,8,56,49,5,10,74.90332
id099,id070,id0000000021,59,37,24,3,5,38.299765
id078,id063,id0000000048,94,62,38,5,1,57.920651
id047,id060,id0000000067,89,42,81,1,2,73.189595
id082,id012,id0000000035,91,13,21,5,3,18.501274
id064,id023,id0000000028,3,48,83,1,2,52.758912
id080,id005,id0000000049,15,9,86,1,10,69.850799
id010,id025,id0000000077,74,32,62,3,8,50.034506
id081,id027,id0000000044,89,43,32,3,7,38.173853
id066,id017,id0000000006,21,79,43,1,13,52.311863
id098,id050,id0000000064,46,20,28,1,7,77.411453
id059,id062,id0000000093,88,37,77,1,11,44.805939
id021,id064,id0000000011,6,72,29,5,12,75.202519
id018,id071,id0000000028,99,16,57,5,7,32.618097
id004,id025,id0000000100,85,5,52,3,7,26.371886
id073,id064,id0000000045,71,7,9,4,3,36.863031
id005,id097,id0000000043,24,8,72,5,12,24.900289
id086,id052,id0000000023,48,94,12,4,13,88.0886
id081,id064,id0000000083,53,77,50,1,6,23.602955
id046,id044,id0000000037,97,27,41,3,14,26.86591
id024,id018,id0000000023,34,29,41,5,1,47.428293
id038,id032,id0000000067,64,49,35,5,2,33.530092
id064,id068,id0000000096,37,26,85,5,14,46.942792
id079,id011,id0000000032,52,44,58,1,2,94.582793
id006,id098,id0000000005,35,19,2,3,4,87.277232
id092,id091,id0000000048,8,87,57,5,7,83.562713
id060,id020,id0000000002,34,97,75,2,4,0.673555
id073,id079,id0000000011,46,47,87,1,12,44.501904
id021,id024,id0000000073,69,29,1,2,9,78.043716
id028,id068,id0000000090,16,64,67,4,6,85.951949
id045,id051,id0000000048,92,10,52,1,1,19.548872
id063,id035,id0000000026,9,66,13,2,9,26.37248
id025,id090,id0000000027,88,80,26,2,14,7.471556
id013,id027,id0000000071,94,29,22,3,10,94.240797
id035,id083,id0000000084,80,6,27,4,7,34.166546
id062,id005,id0000000051,5,80,73,1,6,96.585316
id081,id018,id0000000069,42,87,22,1,10,10.782486
id020,id005,id0000000006,87,55,31,1,10,34.062263
id013,id097,id0000000039,14,99,8,1,2,40.162806
id087,id017,id0000000054,18,55,93,4,5,63.497326
id055,id003,id0000000058,97,88,46,3,10,36.321198
id094,id071,id0000000069,2,67,20,3,5,82.959251
id033,id088,id0000000070,40,3,56,4,4,26.834766
id005,id072,id0000000081,81,4,41,1,14,88.700863
id039,id099,id0000000005,89,39,51,5,4,36.931516
id030,id056,id0000000009,69,96,62,5,2,44.491143
id051,id058,id0000000043,4,25,3,1,1,39.153543
id004,id038,id0000000066,78,80,66,2,15,29.626183
id004,id091,id0000000055,40,48,63,4,11,5.017611
id041,id036,id0000000074,6,76,4,4,13,18.050036
id037,id099,id0000000083,95,67,12,4,3,96.574324
id043,id043,id0000000033,96,73,100,4,2,95.516603
id087,id038,id0000000066,92,84,35,1,2,36.534438
id077,id076,id0000000097,59,44,42,3,9,21.971131
id027,id006,id0000000039,91,52,14,4,2,85.961452
id047,id019,id0000000063,69,48,16,1,14,91.492891
id086,id095,id0000000022,8,96,84,2,11,99.889859
id022,id029,id0000000051,96,49,8,5,10,57.620344
id097,id062,id0000000059,31,86,36,3,4,27.537809
id059,id063,id0000000089,81,55,52,1,8,8.137087
id021,id049,id0000000052,87,87,59,5,7,98.599747
id022,id077,id0000000015,16,58,57,1,8,88.578865
id099,id012,id0000000075,32,4,56,3,5,45.736029
id079,id056,id0000000082,36,72,45,4,13,44.744014
id015,id078,id0000000013,50,52,80,5,4,63.405349
id069,id071,id0000000028,70,22,15,1,2,62.250705
id011,id048,id0000000007,42,10,70,4,11,67.210173
id028,id066,id0000000068,48,13,17,3,5,3.080504
id034,id026,id0000000029,54,38,64,5,5,48.695652
id063,id073,id0000000011,15,3,99,2,1,95.598144
id079,id060,id0000000058,28,21,27,5,5,47.29564
id095,id003,id0000000088,79,9,50,1,2,41.662365
id091,id004,id0000000082,6,37,64,2,5,62.899743
id069,id092,id0000000059,16,90,30,4,3,30.977589
id002,id071,id0000000053,27,33,37,3,4,72.625321
id062,id057,id0000000024,8,30,69,1,1,61.409468
id060,id054,id0000000070,50,73,6,5,12,12.050311
id032,id048,id0000000061,84,87,82,4,11,18.674877
id024,id086,id0000000056,47,40,55,2,10,94.744144
id084,id064,id0000000009,84,83,82,3,13,7.911887
id085,id073,id0000000053,93,24,85,1,10,92.739115
id042,id013,id0000000095,75,98,80,4,5,61.456918
id036,id035,id0000000065,1,94,65,3,15,96.105328
id069,id096,id0000000003,72,90,100,5,3,54.302039
id037,id032,id0000000046,3,51,38,4,15,73.613018
id032,id030,id0000000083,2,48,94,2,3,43.5485
id069,id025,id0000000096,22,60,97,1,3,39.293886
id047,id058,id0000000082,36,24,32,4,6,19.739984
id058,id026,id0000000051,66,31,59,5,8,72.916475
id029,id007,id0000000057,62,42,64,4,3,51.531506
id012,id064,id0000000095,33,59,98,2,7,83.485894
id095,id066,id0000000037,10,76,36,2,15,5.046463
id028,id037,id0000000094,55,26,28,2,15,22.349418
id045,id024,id0000000021,50,57,7,2,2,3.644581
id091,id084,id0000000048,73,86,4,4,6,9.349012
id035,id067,id0000000015,10,8,25,2,7,44.537319
id054,id037,id0000000099,93,86,45,3,14,22.321606
id079,id063,id0000000004,76,33,55,1,3,24.141163
id079,id056,id0000000012,95,12,74,2,10,55.822034
id049,id026,id0000000028,79,84,3,2,1,36.214033
id036,id015,id0000000025,44,76,78,4,12,6.431493
id020,id038,id0000000063,22,1,23,3,12,12.869664
id041,id017,id0000000028,12,71,67,5,11,0.530641
id001,id045,id0000000008,50,6,9,3,6,87.765473
id076,id066,id0000000052,23,49,77,2,9,55.482602
id017,id028,id0000000057,16,7,50,5,9,86.01327
id082,id008,id0000000036,79,31,92,5,4,90.437081
id016,id032,id0000000024,25,39,45,1,12,31.335025
id050,id061,id0000000042,44,94,67,3,11,78.704277
id058,id098,id0000000014,86,37,26,3,10,16.579201
id090,id040,id0000000036,45,35,42,4,13,30.144515
id057,id061,id0000000034,49,29,65,2,10,59.136006
id046,id032,id0000000015,18,87,87,1,2,17.116069
id080,id073,id0000000076,97,93,86,5,7,64.046929
id017,id089,id0000000085,49,89,48,3,9,55.127453
id056,id062,id0000000061,34,33,1,4,10,87.101934
id037,id037,id0000000064,18,46,83,1,8,16.333193
id085,id095,id0000000093,26,26,46,4,7,23.399323
id006,id028,id0000000057,42,5,66,3,6,52.205767
id062,id080,id0000000069,78,88,51,5,10,65.498401
id031,id045,id0000000099,89,100,19,1,12,85.659351
id080,id051,id0000000091,17,12,100,1,2,68.717281
id001,id075,id0000000012,36,79,56,4,1,69.186402
id007,id070,id0000000002,73,66,41,5,15,51.195281
id024,id055,id0000000068,59,2,50,1,10,21.969165
id006,id059,id0000000075,18,78,62,1,6,19.596633
id083,id095,id0000000036,78,22,91,2,9,6.432204
id003,id075,id0000000064,93,64,93,2,8,98.978927
id034,id022,id0000000037,70,5,86,2,10,4.83297
id013,id008,id0000000029,5,6,45,3,2,86.300476
id069,id024,id0000000083,32,72,43,1,15,59.385684
id079,id020,id0000000029,70,33,30,4,5,31.468217
id063,id009,id0000000003,8,72,100,4,11,21.595822
id100,id032,id0000000022,30,5,49,2,12,67.187924
id059,id037,id0000000035,98,92,26,3,9,73.668281
id021,id013,id0000000010,31,95,67,4,2,61.244851
id048,id041,id0000000021,36,92,60,2,1,94.057503
id036,id043,id0000000085,28,85,77,5,1,94.584494
id018,id010,id0000000013,46,35,80,5,2,16.477291
id099,id042,id0000000083,15,34,77,2,7,46.338699
id026,id020,id0000000025,31,29,55,5,9,21.303828
id099,id065,id0000000049,10,62,57,1,7,40.975366
id070,id087,id0000000005,33,71,49,4,6,41.680547
id082,id063,id0000000006,74,49,96,1,6,65.573057
id003,id094,id0000000081,83,10,36,3,3,6.138549
id038,id018,id0000000010,70,79,65,1,5,0.326957
id062,id006,id0000000055,1,14,5,5,9,60.245985
id026,id017,id0000000001,82,89,94,5,7,32.344882
id014,id054,id0000000040,45,25,69,3,8,23.186388
id033,id046,id0000000073,34,70,60,3,14,73.357631
id081,id076,id0000000020,95,54,12,3,8,92.833951
id074,id057,id0000000061,73,55,1,4,15,19.436771
id029,id058,id0000000003,63,27,96,2,10,61.48999
id077,id088,id0000000046,100,33,91,1,3,86.941063
id026,id005,id0000000035,78,100,56,5,5,99.911477
id059,id023,id0000000073,66,23,87,3,8,8.286117
id003,id078,id0000000032,3,1,33,1,9,78.210734
id070,id013,id0000000031,55,48,41,2,5,58.774915
id002,id078,id0000000040,36,58,57,2,5,71.371925
id077,id029,id0000000024,93,77,5,5,5,61.254065
id041,id022,id0000000047,51,95,50,1,1,56.585744
id017,id028,id0000000010,61,85,26,2,10,54.343601
id065,id050,id0000000087,62,29,5,3,13,59.247127
id020,id099,id0000000054,34,13,36,4,9,3.791548
id082,id083,id0000000033,32,20,56,1,9,78.244854
id051,id045,id0000000082,69,3,69,1,9,39.62655
id024,id028,id0000000009,76,68,27,2,11,7.704522
id004,id062,id0000000027,53,27,1,4,4,91.887002
id027,id008,id0000000091,13,53,29,5,12,51.882771
id088,id076,id0000000021,5,47,6,5,15,88.650993
id085,id099,id0000000050,96,89,75,3,4,88.656304
id040,id094,id0000000027,58,88,97,5,1,38.674383
id006,id005,id0000000036,56,4,74,2,9,26.796533
id074,id053,id0000000005,90,64,16,2,11,78.459217
id007,id034,id0000000016,84,43,62,3,10,14.083821
id046,id093,id0000000018,69,53,68,5,5,10.044057
id020,id083,id0000000062,24,38,78,2,3,21.096313
id020,id071,id0000000054,31,74,9,2,8,51.263822
id040,id049,id0000000009,89,43,15,4,9,96.518093
id057,id003,id0000000016,93,93,33,4,9,77.185861
id046,id058,id0000000072,39,70,72,5,12,68.8253
id046,id095,id0000000041,13,36,82,3,10,21.401624
id044,id068,id0000000070,93,83,61,1,10,43.421601
id090,id025,id0000000074,97,53,38,5,7,98.106508
id096,id046,id0000000041,84,56,46,1,9,24.977384
id064,id028,id0000000086,45,7,88,5,3,81.5579
id015,id013,id0000000037,91,100,91,2,14,92.198561
id067,id068,id0000000050,17,6,39,4,12,72.433729
id042,id078,id0000000045,15,56,6,5,11,6.251373
id058,id048,id0000000099,20,61,51,1,8,4.950234
id097,id032,id0000000026,50,17,25,1,1,93.188472
id083,id064,id0000000025,29,83,74,3,6,21.082779
id097,id056,id0000000028,94,66,92,3,11,90.58265
id100,id041,id0000000044,30,76,31,1,4,65.440957
id016,id045,id0000000052,29,81,75,5,13,26.185715
id052,id066,id0000000070,32,34,13,2,4,12.088932
id020,id091,id0000000073,91,8,81,2,12,35.329437
id050,id086,id0000000086,96,99,77,2,4,94.461714
id006,id028,id0000000021,90,3,20,3,6,7.363606
id082,id099,id0000000094,41,12,89,1,9,46.817798
id013,id075,id0000000080,23,95,86,4,5,3.181561
id040,id045,id0000000043,89,58,69,4,14,29.510886
id088,id048,id0000000030,3,26,61,4,8,50.079229
id052,id047,id0000000042,6,11,66,2,14,55.515811
id072,id066,id0000000073,25,42,65,1,5,80.652298
id095,id091,id0000000098,33,86,4,5,5,63.628459
id078,id086,id0000000070,57,1,53,5,3,66.379335
id088,id015,id0000000020,87,17,56,3,14,76.650727
id092,id037,id0000000090,2,2,60,5,4,2.313536
id045,id058,id0000000005,69,20,13,3,8,91.238358
id012,id088,id0000000074,52,24,20,1,6,94.229827
id055,id094,id0000000028,20,94,77,3,4,98.351822
id075,id019,id0000000002,33,76,32,3,3,21.982956
id047,id024,id0000000061,1,50,1,1,10,26.813187
id067,id042,id0000000025,19,16,34,4,8,26.166439
id018,id049,id0000000077,52,7,50,3,1,16.640953
id024,id082,id0000000032,92,49,61,3,11,97.987812
id094,id016,id0000000048,88,13,43,4,6,47.331421
id100,id019,id0000000001,19,74,43,4,11,18.815593
id005,id024,id0000000062,94,12,18,5,13,65.417395
id064,id083,id0000000052,78,13,59,2,4,1.019369
id083,id097,id0000000017,63,17,67,3,14,23.23209
id076,id079,id0000000022,47,56,81,1,14,47.198099
